match_id,event_timestamp,_map,score_diff,rank_1,rank_2,year
2303667,2016-07-31T00:00:00.000+02:00,Cache,2,24,27,2016
2329808,2018-12-12T00:00:00.000+01:00,Train,5,92,178,2018
2333348,2019-05-20T00:00:00.000+02:00,Vertigo,11,59,67,2019
2330290,2019-01-12T00:00:00.000+01:00,Overpass,3,35,33,2019
2327557,2018-10-07T00:00:00.000+02:00,Inferno,2,134,28,2018
2330945,2019-02-15T00:00:00.000+01:00,Dust2,11,148,31,2019
2337358,2019-11-13T00:00:00.000+01:00,Nuke,4,21,24,2019
2335383,2019-08-15T00:00:00.000+02:00,Mirage,5,54,39,2019
2332436,2019-04-10T00:00:00.000+02:00,Dust2,6,98,44,2019
2337455,2019-11-07T00:00:00.000+01:00,Inferno,3,47,14,2019
2339479,2020-02-13T00:00:00.000+01:00,Inferno,12,132,222,2020
2301388,2016-03-16T00:00:00.000+01:00,Overpass,9,61,24,2016
2336626,2019-09-29T00:00:00.000+02:00,Train,6,73,160,2019
2313140,2017-08-05T00:00:00.000+02:00,Overpass,2,129,92,2017
2299373,2015-11-18T00:00:00.000+01:00,Cobblestone,12,22,26,2015
2314478,2017-09-03T00:00:00.000+02:00,Mirage,9,70,43,2017
2310815,2017-05-16T00:00:00.000+02:00,Cobblestone,10,155,170,2017
2339044,2020-01-23T00:00:00.000+01:00,Inferno,11,141,59,2020
2325904,2018-08-22T00:00:00.000+02:00,Nuke,5,66,69,2018
2308795,2017-03-19T00:00:00.000+01:00,Overpass,2,110,164,2017
2339126,2020-01-28T00:00:00.000+01:00,Overpass,4,46,36,2020
2330167,2019-01-13T00:00:00.000+01:00,Overpass,11,84,61,2019
2307984,2017-02-15T00:00:00.000+01:00,Cache,5,21,75,2017
2303042,2016-06-12T00:00:00.000+02:00,Train,6,31,5,2016
2332332,2019-04-09T00:00:00.000+02:00,Overpass,8,27,33,2019
2325762,2018-09-01T00:00:00.000+02:00,Dust2,5,4,5,2018
2323791,2018-06-16T00:00:00.000+02:00,Train,4,10,37,2018
2310786,2017-05-17T00:00:00.000+02:00,Cache,2,214,53,2017
2335419,2019-08-11T00:00:00.000+02:00,Train,2,85,30,2019
2303441,2016-07-18T00:00:00.000+02:00,Mirage,2,85,114,2016
2310977,2017-05-22T00:00:00.000+02:00,Train,12,25,36,2017
2306488,2016-11-11T00:00:00.000+01:00,Train,2,52,144,2016
2321896,2018-04-10T00:00:00.000+02:00,Train,11,112,59,2018
2332811,2019-05-11T00:00:00.000+02:00,Dust2,3,1,3,2019
2321939,2018-04-12T00:00:00.000+02:00,Cobblestone,10,48,124,2018
2333659,2019-05-26T00:00:00.000+02:00,Dust2,2,89,63,2019
2312664,2017-07-16T00:00:00.000+02:00,Train,8,50,123,2017
2316509,2017-10-28T00:00:00.000+02:00,Overpass,2,54,107,2017
2335183,2019-07-28T00:00:00.000+02:00,Nuke,9,150,135,2019
2337160,2019-10-19T00:00:00.000+02:00,Vertigo,3,157,282,2019
2315398,2017-09-29T00:00:00.000+02:00,Cache,5,188,79,2017
2301090,2016-02-28T00:00:00.000+01:00,Overpass,10,37,46,2016
2307543,2017-01-27T00:00:00.000+01:00,Cache,9,20,16,2017
2325467,2018-08-14T00:00:00.000+02:00,Cache,4,73,110,2018
2325175,2018-08-02T00:00:00.000+02:00,Dust2,9,78,137,2018
2318388,2017-12-25T00:00:00.000+01:00,Mirage,6,72,63,2017
2316501,2017-10-27T00:00:00.000+02:00,Mirage,3,108,107,2017
2336534,2019-09-26T00:00:00.000+02:00,Inferno,2,74,48,2019
2327645,2018-10-22T00:00:00.000+02:00,Dust2,10,38,176,2018
2335212,2019-08-01T00:00:00.000+02:00,Overpass,11,83,69,2019
2323508,2018-06-04T00:00:00.000+02:00,Inferno,4,82,49,2018
2330480,2019-02-01T00:00:00.000+01:00,Mirage,14,67,109,2019
2330946,2019-02-15T00:00:00.000+01:00,Inferno,3,92,24,2019
